protein_id,pid,ESM2,alignment,domain,z_max,esm_category,refseq_keyword,description
NP_001031745.1,NP_001031745,False,False,False,0.426,RLK_defense,False,NP_001031745.1 low-molecular-weight cysteine-rich 23 [Arabidopsis thaliana]
NP_001031746.1,NP_001031746,False,False,False,0.528,RLK_defense,False,NP_001031746.1 low-molecular-weight cysteine-rich 21 [Arabidopsis thaliana]
NP_001031747.1,NP_001031747,False,False,False,0.583,RLK_defense,False,NP_001031747.1 low-molecular-weight cysteine-rich 25 [Arabidopsis thaliana]
NP_001031751.1,NP_001031751,False,True,False,0.923,antimicrobial,True,NP_001031751.1 MAP kinase kinase 2 [Arabidopsis thaliana]
NP_001031753.1,NP_001031753,False,False,False,0.742,RLK_defense,False,NP_001031753.1 low-molecular-weight cysteine-rich 61 [Arabidopsis thaliana]
NP_001031754.1,NP_001031754,False,False,False,0.628,RLK_defense,False,NP_001031754.1 low-molecular-weight cysteine-rich 63 [Arabidopsis thaliana]
NP_001031755.1,NP_001031755,False,False,False,0.951,PR_proteins,False,NP_001031755.1 low-molecular-weight cysteine-rich 19 [Arabidopsis thaliana]
NP_001031775.1,NP_001031775,False,False,False,0.525,defense_signaling,False,NP_001031775.1 SCR-like 25 [Arabidopsis thaliana]
NP_001031776.1,NP_001031776,False,False,False,0.577,defense_signaling,False,NP_001031776.1 SCR-like 24 [Arabidopsis thaliana]
NP_001031781.1,NP_001031781,True,True,True,2.082,NBS_LRR,False,NP_001031781.1 ADR1-like 1 [Arabidopsis thaliana]
NP_001031783.1,NP_001031783,False,False,False,0.607,defense_signaling,False,NP_001031783.1 SCR-like 22 [Arabidopsis thaliana]
NP_001031815.1,NP_001031815,False,False,False,0.492,defense_signaling,False,NP_001031815.1 low-molecular-weight cysteine-rich 45 [Arabidopsis thaliana]
NP_001031845.1,NP_001031845,False,False,False,0.85,defense_signaling,False,NP_001031845.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_001031852.1,NP_001031852,False,False,False,0.497,PR_proteins,True,NP_001031852.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031854.1,NP_001031854,False,False,False,0.501,PR_proteins,True,NP_001031854.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031858.1,NP_001031858,False,False,False,0.597,defense_signaling,True,NP_001031858.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031891.1,NP_001031891,False,False,False,0.492,RLK_defense,True,NP_001031891.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031896.1,NP_001031896,False,False,False,0.406,defense_signaling,False,NP_001031896.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001031897.2,NP_001031897,False,False,False,0.426,defense_signaling,True,NP_001031897.2 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031901.1,NP_001031901,False,False,False,0.409,defense_signaling,False,NP_001031901.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001031902.1,NP_001031902,False,False,False,0.387,defense_signaling,False,NP_001031902.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001031903.1,NP_001031903,False,False,False,0.403,PR_proteins,True,NP_001031903.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031925.1,NP_001031925,False,False,False,0.468,defense_signaling,False,NP_001031925.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001031936.1,NP_001031936,True,False,True,1.484,PR_proteins,False,NP_001031936.1 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_001031940.1,NP_001031940,False,False,False,1.248,PR_proteins,False,NP_001031940.1 glucoside glucohydrolase 2 [Arabidopsis thaliana]
NP_001031943.1,NP_001031943,False,False,False,0.901,RLK_defense,False,NP_001031943.1 DEAD box RNA helicase (RH3) [Arabidopsis thaliana]
NP_001031950.1,NP_001031950,False,False,False,0.961,antimicrobial,False,NP_001031950.1 syntaxin of plants 41 [Arabidopsis thaliana]
NP_001031952.1,NP_001031952,False,False,False,0.415,defense_signaling,True,NP_001031952.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031961.1,NP_001031961,False,False,False,0.447,defense_signaling,True,NP_001031961.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031965.1,NP_001031965,False,False,False,0.458,RLK_defense,True,NP_001031965.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031975.1,NP_001031975,False,False,False,1.044,PR_proteins,False,NP_001031975.1 beta glucosidase 42 [Arabidopsis thaliana]
NP_001031976.1,NP_001031976,False,False,False,0.635,RLK_defense,True,NP_001031976.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031977.1,NP_001031977,False,False,False,0.527,defense_signaling,False,NP_001031977.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001031979.1,NP_001031979,False,False,False,0.73,PR_proteins,False,NP_001031979.1 low-molecular-weight cysteine-rich 58 [Arabidopsis thaliana]
NP_001031984.1,NP_001031984,False,False,False,0.531,RLK_defense,True,NP_001031984.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031994.1,NP_001031994,False,False,False,0.441,RLK_defense,True,NP_001031994.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031995.1,NP_001031995,False,False,False,0.506,RLK_defense,True,NP_001031995.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031996.1,NP_001031996,False,False,False,0.643,PR_proteins,False,NP_001031996.1 low-molecular-weight cysteine-rich 57 [Arabidopsis thaliana]
NP_001031997.2,NP_001031997,False,False,False,0.465,RLK_defense,False,NP_001031997.2 low-molecular-weight cysteine-rich 28 [Arabidopsis thaliana]
NP_001032001.1,NP_001032001,False,False,False,0.563,defense_signaling,True,NP_001032001.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032012.2,NP_001032012,False,False,False,0.355,defense_signaling,True,NP_001032012.2 defensin-like protein [Arabidopsis thaliana]
NP_001032016.1,NP_001032016,False,False,False,0.509,defense_signaling,False,NP_001032016.1 SCR-like 27 [Arabidopsis thaliana]
NP_001032020.1,NP_001032020,False,False,False,0.425,defense_signaling,False,NP_001032020.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032021.1,NP_001032021,False,False,False,0.47,defense_signaling,True,NP_001032021.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032022.1,NP_001032022,False,False,False,0.399,defense_signaling,False,NP_001032022.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032023.1,NP_001032023,False,False,False,0.412,defense_signaling,True,NP_001032023.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032024.1,NP_001032024,False,False,False,0.473,RLK_defense,False,NP_001032024.1 low-molecular-weight cysteine-rich 20 [Arabidopsis thaliana]
NP_001032025.1,NP_001032025,False,False,False,0.521,RLK_defense,False,NP_001032025.1 low-molecular-weight cysteine-rich 6 [Arabidopsis thaliana]
NP_001032027.1,NP_001032027,False,False,False,0.581,PR_proteins,False,NP_001032027.1 low-molecular-weight cysteine-rich 3 [Arabidopsis thaliana]
NP_001032033.1,NP_001032033,False,False,False,0.334,defense_signaling,False,NP_001032033.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032034.1,NP_001032034,False,False,False,0.363,defense_signaling,False,NP_001032034.1 low-molecular-weight cysteine-rich 1 [Arabidopsis thaliana]
NP_001032035.1,NP_001032035,False,False,False,0.398,defense_signaling,True,NP_001032035.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032036.1,NP_001032036,False,False,False,0.409,defense_signaling,False,NP_001032036.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032038.1,NP_001032038,False,False,False,0.397,RLK_defense,False,NP_001032038.1 low-molecular-weight cysteine-rich 12 [Arabidopsis thaliana]
NP_001032039.1,NP_001032039,False,False,False,0.341,defense_signaling,False,NP_001032039.1 low-molecular-weight cysteine-rich 46 [Arabidopsis thaliana]
NP_001032040.1,NP_001032040,False,False,False,0.44,defense_signaling,False,NP_001032040.1 low-molecular-weight cysteine-rich 86 [Arabidopsis thaliana]
NP_001032047.1,NP_001032047,False,False,False,0.422,defense_signaling,False,NP_001032047.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032058.1,NP_001032058,False,False,False,0.549,RLK_defense,True,NP_001032058.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032063.1,NP_001032063,False,False,False,0.384,defense_signaling,True,NP_001032063.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032070.1,NP_001032070,False,False,False,0.879,defense_signaling,False,NP_001032070.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_001032073.1,NP_001032073,False,False,False,0.548,RLK_defense,False,NP_001032073.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001032074.1,NP_001032074,False,False,False,0.566,RLK_defense,False,NP_001032074.1 low-molecular-weight cysteine-rich 83 [Arabidopsis thaliana]
NP_001032077.1,NP_001032077,False,False,False,0.506,defense_signaling,False,NP_001032077.1 Protein of unknown function (PD694200) [Arabidopsis thaliana]
NP_001032078.1,NP_001032078,False,False,False,0.998,PR_proteins,False,NP_001032078.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_001032081.1,NP_001032081,False,False,False,0.592,RLK_defense,True,NP_001032081.1 defensin-like protein [Arabidopsis thaliana]
NP_001032082.1,NP_001032082,False,False,False,0.449,defense_signaling,True,NP_001032082.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032108.1,NP_001032108,False,False,False,0.897,defense_signaling,False,"NP_001032108.1 DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain-containing protein [Arabidopsis thaliana]"
NP_001032109.2,NP_001032109,False,True,False,0.893,defense_signaling,False,"NP_001032109.2 DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain-containing protein [Arabidopsis thaliana]"
NP_001032111.1,NP_001032111,False,False,False,0.461,defense_signaling,True,NP_001032111.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032113.1,NP_001032113,False,False,False,0.554,RLK_defense,True,NP_001032113.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032114.1,NP_001032114,False,False,False,0.182,defense_signaling,False,NP_001032114.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032116.1,NP_001032116,False,False,False,1.077,NBS_LRR,False,NP_001032116.1 exocyst subunit exo70 family protein E2 [Arabidopsis thaliana]
NP_001032124.1,NP_001032124,False,False,False,0.326,defense_signaling,False,NP_001032124.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032125.1,NP_001032125,False,False,False,0.418,defense_signaling,False,NP_001032125.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001032132.1,NP_001032132,True,False,False,1.378,cell_death_HR,False,NP_001032132.1 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana]
NP_001032147.1,NP_001032147,False,False,False,0.922,defense_signaling,False,NP_001032147.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_001032148.1,NP_001032148,False,False,False,0.922,defense_signaling,False,NP_001032148.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_001032149.1,NP_001032149,False,False,False,0.922,defense_signaling,False,NP_001032149.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_001077439.1,NP_001077439,False,False,False,0.554,PR_proteins,False,NP_001077439.1 60S acidic ribosomal protein family [Arabidopsis thaliana]
NP_001077454.1,NP_001077454,False,False,False,0.483,defense_signaling,False,NP_001077454.1 TRAF-like superfamily protein [Arabidopsis thaliana]
NP_001077455.1,NP_001077455,False,False,False,0.523,defense_signaling,False,NP_001077455.1 TRAF-like superfamily protein [Arabidopsis thaliana]
NP_001077494.1,NP_001077494,False,False,False,0.701,PR_proteins,False,NP_001077494.1 copper/zinc superoxide dismutase 1 [Arabidopsis thaliana]
NP_001077526.1,NP_001077526,False,False,False,0.564,RLK_defense,False,NP_001077526.1 thionin-like protein [Arabidopsis thaliana]
NP_001077562.1,NP_001077562,False,False,False,0.667,defense_signaling,False,NP_001077562.1 Brassinosteroid signaling positive regulator (BZR1) family protein [Arabidopsis thaliana]
NP_001077596.1,NP_001077596,False,False,False,0.3,cell_death_HR,False,NP_001077596.1 phytochrome and flowering time regulatory protein (PFT1) [Arabidopsis thaliana]
NP_001077597.1,NP_001077597,False,False,False,0.851,antimicrobial,False,NP_001077597.1 Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein [Arabidopsis thaliana]
NP_001077641.1,NP_001077641,False,False,False,0.357,cell_death_HR,False,NP_001077641.1 nuclear shuttle interacting [Arabidopsis thaliana]
NP_001077691.1,NP_001077691,False,False,False,0.2,NBS_LRR,False,NP_001077691.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]
NP_001077742.1,NP_001077742,True,True,True,2.157,NBS_LRR,True,NP_001077742.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana]
NP_001077806.1,NP_001077806,False,False,False,0.203,cell_death_HR,False,NP_001077806.1 MLP-like protein 28 [Arabidopsis thaliana]
NP_001077807.1,NP_001077807,False,False,False,-0.596,cell_death_HR,False,NP_001077807.1 MLP-like protein 28 [Arabidopsis thaliana]
NP_001077816.1,NP_001077816,False,True,False,1.393,NBS_LRR,True,NP_001077816.1 toll/interleukin-1 receptor-like protein [Arabidopsis thaliana]
NP_001077895.1,NP_001077895,False,False,False,0.359,defense_signaling,False,NP_001077895.1 maternal effect embryo arrest 14 [Arabidopsis thaliana]
NP_001077971.1,NP_001077971,False,True,False,0.534,defense_signaling,False,NP_001077971.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
NP_001077983.1,NP_001077983,False,False,False,0.985,antimicrobial,False,NP_001077983.1 glutathione S-transferase PHI 9 [Arabidopsis thaliana]
NP_001078034.1,NP_001078034,False,False,False,0.497,defense_signaling,False,NP_001078034.1 low-molecular-weight cysteine-rich 51 [Arabidopsis thaliana]
NP_001078035.1,NP_001078035,False,False,False,0.863,cell_death_HR,False,NP_001078035.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001078056.1,NP_001078056,False,False,False,1.145,PR_proteins,False,NP_001078056.1 beta glucosidase 29 [Arabidopsis thaliana]
NP_001078069.1,NP_001078069,False,False,False,1.377,cell_death_HR,False,NP_001078069.1 Auxin-responsive GH3 family protein [Arabidopsis thaliana]
NP_001078116.1,NP_001078116,False,False,False,0.808,antimicrobial,False,NP_001078116.1 O-acetyltransferase family protein [Arabidopsis thaliana]
NP_001078154.1,NP_001078154,False,False,False,1.179,antimicrobial,False,NP_001078154.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001078155.1,NP_001078155,False,False,False,1.191,antimicrobial,False,NP_001078155.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001078174.1,NP_001078174,False,False,False,0.099,defense_signaling,False,NP_001078174.1 jasmonate-zim-domain protein 3 [Arabidopsis thaliana]
NP_001078200.1,NP_001078200,False,False,False,0.54,defense_signaling,False,NP_001078200.1 jasmonate ZIM-domain protein [Arabidopsis thaliana]
NP_001078237.1,NP_001078237,True,True,True,1.708,NBS_LRR,True,NP_001078237.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_001078314.1,NP_001078314,False,False,False,0.59,defense_signaling,False,NP_001078314.1 glycine-rich protein [Arabidopsis thaliana]
NP_001078324.1,NP_001078324,False,False,False,0.971,antimicrobial,False,NP_001078324.1 cysteine synthase C1 [Arabidopsis thaliana]
NP_001078346.1,NP_001078346,False,False,False,-0.011,cell_death_HR,False,NP_001078346.1 senescence-associated gene 21 [Arabidopsis thaliana]
NP_001078351.1,NP_001078351,True,True,False,1.595,RLK_defense,True,NP_001078351.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 40 [Arabidopsis thaliana]
NP_001078377.1,NP_001078377,False,False,False,1.321,NBS_LRR,False,NP_001078377.1 F-box and associated interaction domains-containing protein [Arabidopsis thaliana]
NP_001078406.1,NP_001078406,False,False,False,0.508,antimicrobial,False,NP_001078406.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001078413.1,NP_001078413,True,True,False,2.036,cell_death_HR,False,NP_001078413.1 LSD1 zinc finger family protein [Arabidopsis thaliana]
NP_001078435.1,NP_001078435,False,True,False,1.563,RLK_defense,True,NP_001078435.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 13 [Arabidopsis thaliana]
NP_001078439.1,NP_001078439,False,False,False,0.282,defense_signaling,False,NP_001078439.1 acyl-CoA-binding domain 3 [Arabidopsis thaliana]
NP_001078440.1,NP_001078440,False,False,False,0.282,defense_signaling,False,NP_001078440.1 acyl-CoA-binding domain 3 [Arabidopsis thaliana]
NP_001078441.1,NP_001078441,False,False,False,0.282,defense_signaling,False,NP_001078441.1 acyl-CoA-binding domain 3 [Arabidopsis thaliana]
NP_001078466.1,NP_001078466,False,False,False,0.392,defense_signaling,False,NP_001078466.1 Putative interactor of JAZ [Arabidopsis thaliana]
NP_001078506.1,NP_001078506,False,False,False,0.968,cell_death_HR,False,NP_001078506.1 Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein [Arabidopsis thaliana]
NP_001078539.1,NP_001078539,False,False,False,0.85,defense_signaling,False,NP_001078539.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_001078550.1,NP_001078550,False,False,False,1.313,antimicrobial,False,NP_001078550.1 sirtuin 2 [Arabidopsis thaliana]
